,competitiveStats.awards.cards,competitiveStats.awards.medals,competitiveStats.awards.medalsBronze,competitiveStats.awards.medalsGold,competitiveStats.awards.medalsSilver,competitiveStats.careerStats.allHeroes.assists.defensiveAssists,competitiveStats.careerStats.allHeroes.assists.healingDone,competitiveStats.careerStats.allHeroes.assists.offensiveAssists,competitiveStats.careerStats.allHeroes.average.allDamageDoneAvgPer10Min,competitiveStats.careerStats.allHeroes.average.barrierDamageDoneAvgPer10Min,competitiveStats.careerStats.allHeroes.average.deathsAvgPer10Min,competitiveStats.careerStats.allHeroes.average.eliminationsAvgPer10Min,competitiveStats.careerStats.allHeroes.average.finalBlowsAvgPer10Min,competitiveStats.careerStats.allHeroes.average.healingDoneAvgPer10Min,competitiveStats.careerStats.allHeroes.average.heroDamageDoneAvgPer10Min,competitiveStats.careerStats.allHeroes.average.objectiveKillsAvgPer10Min,competitiveStats.careerStats.allHeroes.average.soloKillsAvgPer10Min,competitiveStats.careerStats.allHeroes.best.allDamageDoneMostInGame,competitiveStats.careerStats.allHeroes.best.barrierDamageDoneMostInGame,competitiveStats.careerStats.allHeroes.best.defensiveAssistsMostInGame,competitiveStats.careerStats.allHeroes.best.eliminationsMostInGame,competitiveStats.careerStats.allHeroes.best.finalBlowsMostInGame,competitiveStats.careerStats.allHeroes.best.healingDoneMostInGame,competitiveStats.careerStats.allHeroes.best.heroDamageDoneMostInGame,competitiveStats.careerStats.allHeroes.best.killsStreakBest,competitiveStats.careerStats.allHeroes.best.meleeFinalBlowsMostInGame,competitiveStats.careerStats.allHeroes.best.multikillsBest,competitiveStats.careerStats.allHeroes.best.objectiveKillsMostInGame,competitiveStats.careerStats.allHeroes.best.offensiveAssistsMostInGame,competitiveStats.careerStats.allHeroes.best.soloKillsMostInGame,competitiveStats.careerStats.allHeroes.best.turretsDestroyedMostInGame,competitiveStats.careerStats.allHeroes.combat.barrierDamageDone,competitiveStats.careerStats.allHeroes.combat.damageDone,competitiveStats.careerStats.allHeroes.combat.deaths,competitiveStats.careerStats.allHeroes.combat.eliminations,competitiveStats.careerStats.allHeroes.combat.finalBlows,competitiveStats.careerStats.allHeroes.combat.heroDamageDone,competitiveStats.careerStats.allHeroes.combat.meleeFinalBlows,competitiveStats.careerStats.allHeroes.combat.multikills,competitiveStats.careerStats.allHeroes.combat.objectiveKills,competitiveStats.careerStats.allHeroes.combat.soloKills,competitiveStats.careerStats.allHeroes.game.gamesLost,competitiveStats.careerStats.allHeroes.game.gamesPlayed,competitiveStats.careerStats.allHeroes.game.gamesTied,competitiveStats.careerStats.allHeroes.game.gamesWon,competitiveStats.careerStats.allHeroes.matchAwards.cards,competitiveStats.careerStats.allHeroes.matchAwards.medals,competitiveStats.careerStats.allHeroes.matchAwards.medalsBronze,competitiveStats.careerStats.allHeroes.matchAwards.medalsGold,competitiveStats.careerStats.allHeroes.matchAwards.medalsSilver,competitiveStats.games.played,competitiveStats.games.won,gamesWon,level,prestige
612,0.0,1.0,0.0,0.0,1.0,98.0,200.0,58.0,9094.0,2168.0,9.62,11.89,6.23,113.0,6869.0,1.7,1.13,16067.0,3830.0,26.0,21.0,11.0,200.0,12135.0,5.0,2.0,4.0,3.0,13.0,11.0,4.0,3830.0,12135.0,17.0,21.0,11.0,12135.0,7.0,6.0,3.0,2.0,0.0,1.0,2.0,1.0,7.0,1.0,13.0,16.0,1.0,1.0,1.0,7252.0,72.0,20.0
3052,43.0,271.0,46.0,128.0,97.0,49.0,54135.0,120.0,11833.0,2659.0,6.83,20.4,12.0,501.0,8979.0,5.41,2.9,33803.0,10329.0,18.0,65.0,35.0,10440.0,22350.0,20.0,5.0,5.0,39.0,14.0,35.0,4.0,287406.0,970519.0,738.0,2205.0,1297.0,970519.0,77.0,19.0,585.0,313.0,38.0,93.0,1.0,54.0,43.0,271.0,46.0,128.0,97.0,93.0,54.0,2801.0,19.0,10.0
6269,1.0,4.0,2.0,2.0,0.0,5.0,1611.0,58.0,14827.0,4340.0,9.43,25.6,11.45,1085.0,10436.0,6.06,0.67,22009.0,6442.0,5.0,38.0,17.0,1611.0,15492.0,9.0,2.0,4.0,9.0,13.0,17.0,4.0,6442.0,15492.0,14.0,38.0,17.0,15492.0,7.0,2.0,9.0,1.0,1.0,1.0,2.0,10.0,1.0,4.0,2.0,2.0,13.0,1.0,0.0,3010.0,35.0,9.0
1488,10.0,104.0,27.0,44.0,33.0,295.0,197979.0,216.0,7805.0,2587.0,8.58,16.12,4.42,5721.0,5027.0,8.73,0.69,20705.0,9939.0,28.0,33.0,15.0,15165.0,10431.0,16.0,1.0,3.0,20.0,21.0,15.0,1.0,89535.0,173976.0,297.0,558.0,153.0,173976.0,6.0,4.0,302.0,24.0,19.0,31.0,1.0,11.0,10.0,104.0,27.0,44.0,33.0,31.0,11.0,1130.0,20.0,5.0
2951,3.0,28.0,12.0,4.0,12.0,150.0,42445.0,65.0,6076.0,2058.0,5.87,12.89,4.51,2421.0,3952.0,5.65,0.23,17208.0,6001.0,23.0,35.0,13.0,8839.0,11068.0,17.0,2.0,4.0,16.0,17.0,13.0,1.0,36085.0,69291.0,103.0,226.0,79.0,69291.0,7.0,2.0,99.0,4.0,9.0,17.0,1.0,7.0,3.0,28.0,12.0,4.0,12.0,17.0,7.0,120.0,43.0,0.0
2358,16.0,110.0,33.0,34.0,43.0,161.0,94798.0,77.0,9135.0,2575.0,8.15,19.1,8.6,2266.0,6420.0,6.86,1.58,25042.0,12172.0,32.0,43.0,22.0,18244.0,15800.0,43.0,3.0,5.0,18.0,15.0,22.0,5.0,107740.0,268625.0,341.0,799.0,360.0,268625.0,18.0,7.0,287.0,66.0,16.0,39.0,2.0,23.0,16.0,110.0,33.0,34.0,43.0,39.0,23.0,1615.0,68.0,4.0
13605,28.0,168.0,48.0,59.0,61.0,220.0,101039.0,205.0,10603.0,3009.0,5.99,17.15,7.92,1494.0,7500.0,5.06,1.15,24522.0,9787.0,34.0,44.0,22.0,16061.0,17326.0,17.0,5.0,5.0,18.0,18.0,22.0,1.0,203571.0,507372.0,405.0,1160.0,536.0,507372.0,38.0,20.0,342.0,78.0,26.0,60.0,1.0,33.0,28.0,168.0,48.0,59.0,61.0,60.0,33.0,3522.0,84.0,9.0
1788,0.0,9.0,3.0,4.0,2.0,98.0,770.0,2.0,11294.0,2096.0,8.86,16.33,8.34,134.0,8409.0,4.86,1.39,22054.0,7250.0,26.0,29.0,17.0,357.0,14609.0,10.0,2.0,4.0,15.0,1.0,17.0,4.0,12061.0,48398.0,51.0,94.0,48.0,48398.0,3.0,6.0,28.0,8.0,4.0,5.0,2.0,1.0,7.0,9.0,3.0,4.0,2.0,5.0,1.0,528.0,9.0,2.0
8077,12.0,118.0,33.0,36.0,49.0,205.0,45432.0,134.0,10076.0,2867.0,7.07,19.97,8.52,1063.0,6942.0,7.47,1.12,25823.0,8801.0,20.0,49.0,21.0,9849.0,18343.0,49.0,2.0,3.0,27.0,11.0,21.0,8.0,122491.0,296593.0,302.0,853.0,364.0,296593.0,9.0,8.0,319.0,48.0,17.0,42.0,2.0,25.0,12.0,118.0,33.0,36.0,49.0,42.0,25.0,1031.0,47.0,3.0
1314,13.0,143.0,37.0,67.0,39.0,4.0,1850.0,58.0,11861.0,2979.0,7.24,20.18,12.18,28.56,8637.0,6.96,2.52,31917.0,8681.0,3.0,48.0,35.0,914.0,23055.0,22.0,2.0,5.0,23.0,9.0,35.0,8.0,192938.0,559364.0,469.0,1307.0,789.0,559364.0,16.0,14.0,451.0,163.0,27.0,54.0,2.0,25.0,13.0,143.0,37.0,67.0,39.0,54.0,25.0,144.0,54.0,0.0
9273,2.0,11.0,2.0,4.0,5.0,156.0,80641.0,125.0,3042.0,1128.0,5.86,7.41,1.43,9643.0,1882.0,2.75,0.36,9824.0,4503.0,36.0,19.0,4.0,16224.0,5217.0,8.0,2.0,3.0,7.0,31.0,4.0,4.0,9430.0,15738.0,49.0,62.0,12.0,15738.0,4.0,1.0,23.0,3.0,2.0,6.0,2.0,4.0,2.0,11.0,2.0,4.0,5.0,6.0,4.0,2026.0,19.0,7.0
1145,4.0,23.0,7.0,4.0,12.0,156.0,31098.0,50.0,8579.0,3149.0,8.23,16.72,5.32,2587.0,5257.0,6.32,0.58,18807.0,7185.0,56.0,41.0,13.0,12029.0,13221.0,41.0,2.0,3.0,17.0,15.0,13.0,9.0,37859.0,63201.0,99.0,201.0,64.0,63201.0,7.0,2.0,76.0,7.0,6.0,10.0,2.0,4.0,4.0,23.0,7.0,4.0,12.0,10.0,4.0,249.0,82.0,0.0
7301,1.0,12.0,7.0,1.0,4.0,39.0,23705.0,24.0,7626.0,1829.0,10.11,9.57,3.64,3196.0,5506.0,3.37,1.08,16379.0,6812.0,37.0,18.0,9.0,15140.0,9033.0,6.0,1.0,3.0,8.0,11.0,9.0,4.0,13564.0,40841.0,75.0,71.0,27.0,40841.0,1.0,1.0,25.0,8.0,6.0,6.0,2.0,10.0,1.0,12.0,7.0,1.0,4.0,6.0,0.0,906.0,63.0,3.0
2578,0.0,1.0,0.0,0.0,1.0,98.0,41762.0,58.0,8681.0,1531.0,10.82,13.82,9.02,2052.0,7022.0,3.01,1.8,11674.0,2212.0,26.0,23.0,15.0,12768.0,9450.0,6.0,1.0,4.0,5.0,13.0,15.0,4.0,2548.0,11683.0,18.0,23.0,15.0,11683.0,1.0,2.0,5.0,3.0,8.0,2.0,2.0,1.0,7.0,1.0,13.0,16.0,1.0,2.0,1.0,982.0,79.0,3.0
11743,2.0,31.0,10.0,8.0,13.0,170.0,106074.0,26.0,6559.0,2421.0,8.35,11.79,2.7,6512.0,4075.0,5.4,0.18,24016.0,11280.0,37.0,31.0,14.0,23220.0,12616.0,10.0,2.0,4.0,15.0,7.0,14.0,4.0,39441.0,66373.0,136.0,192.0,44.0,66373.0,7.0,5.0,88.0,3.0,10.0,14.0,1.0,3.0,2.0,31.0,10.0,8.0,13.0,14.0,3.0,714.0,20.0,2.0
8549,3.0,20.0,8.0,7.0,5.0,98.0,6417.0,58.0,16855.0,8170.0,5.8,21.26,10.31,689.0,8308.0,9.02,1.29,38487.0,20614.0,26.0,47.0,22.0,3278.0,16715.0,15.0,1.0,4.0,32.0,5.0,22.0,10.0,76079.0,77363.0,54.0,198.0,96.0,77363.0,1.0,3.0,84.0,12.0,3.0,6.0,2.0,3.0,3.0,20.0,8.0,7.0,5.0,6.0,3.0,1374.0,9.0,5.0
5728,0.0,8.0,2.0,2.0,4.0,26.0,22597.0,8.0,5381.0,2394.0,7.3,8.63,2.82,3748.0,2780.0,4.15,0.17,11472.0,5961.0,20.0,17.0,8.0,9819.0,5517.0,8.0,2.0,4.0,9.0,5.0,8.0,11.0,14433.0,16762.0,44.0,52.0,17.0,16762.0,7.0,6.0,25.0,1.0,4.0,5.0,2.0,10.0,7.0,8.0,2.0,2.0,4.0,5.0,0.0,885.0,52.0,3.0
962,6.0,59.0,19.0,19.0,21.0,151.0,99354.0,109.0,10130.0,3400.0,7.71,16.55,7.67,3419.0,6456.0,5.37,1.69,23654.0,10863.0,46.0,36.0,19.0,19955.0,13892.0,13.0,1.0,3.0,18.0,30.0,19.0,8.0,98815.0,187604.0,224.0,481.0,223.0,187604.0,4.0,5.0,156.0,49.0,14.0,22.0,2.0,8.0,6.0,59.0,19.0,19.0,21.0,22.0,8.0,3338.0,63.0,11.0
2237,3.0,31.0,10.0,10.0,11.0,96.0,55987.0,43.0,8048.0,3240.0,6.71,11.4,4.79,2982.0,4475.0,4.42,0.59,25214.0,13727.0,17.0,35.0,17.0,17597.0,11683.0,11.0,2.0,4.0,27.0,9.0,17.0,1.0,60834.0,84004.0,126.0,214.0,90.0,84004.0,7.0,6.0,83.0,11.0,11.0,17.0,2.0,6.0,3.0,31.0,10.0,10.0,11.0,17.0,6.0,956.0,93.0,3.0
1663,1.0,14.0,3.0,5.0,6.0,37.0,601.0,12.0,13243.0,6069.0,5.15,19.11,4.96,110.0,6948.0,8.27,0.74,17959.0,9776.0,17.0,30.0,8.0,601.0,10060.0,8.0,1.0,4.0,18.0,6.0,8.0,4.0,33024.0,37811.0,28.0,104.0,27.0,37811.0,1.0,3.0,45.0,4.0,8.0,5.0,2.0,4.0,1.0,14.0,3.0,5.0,6.0,5.0,4.0,1650.0,83.0,5.0
11899,54.0,317.0,116.0,90.0,111.0,1257.0,717876.0,1049.0,6844.0,1760.0,6.79,14.14,5.1,3570.0,4726.0,4.7,0.83,23629.0,10206.0,42.0,39.0,26.0,18971.0,19141.0,39.0,2.0,4.0,23.0,33.0,26.0,14.0,353929.0,950211.0,1365.0,2842.0,1025.0,950211.0,14.0,25.0,945.0,167.0,75.0,172.0,7.0,90.0,54.0,317.0,116.0,90.0,111.0,172.0,90.0,2679.0,41.0,10.0
351,0.0,1.0,0.0,0.0,1.0,20.0,10041.0,10.0,5412.0,2531.0,8.37,15.22,1.52,7643.0,2881.0,6.09,0.76,7110.0,3325.0,20.0,20.0,2.0,10041.0,3785.0,5.0,2.0,4.0,8.0,10.0,2.0,4.0,3325.0,3785.0,11.0,20.0,2.0,3785.0,7.0,6.0,8.0,1.0,0.0,1.0,2.0,1.0,7.0,1.0,13.0,16.0,1.0,1.0,1.0,461.0,23.0,2.0
7051,0.0,10.0,4.0,4.0,2.0,4.0,594.0,5.0,9197.0,3308.0,8.22,12.04,6.17,87.18,5805.0,4.7,1.17,13962.0,4932.0,4.0,22.0,12.0,367.0,8910.0,9.0,2.0,3.0,13.0,5.0,12.0,1.0,22532.0,39543.0,56.0,82.0,42.0,39543.0,7.0,1.0,32.0,8.0,7.0,7.0,2.0,10.0,7.0,10.0,4.0,4.0,2.0,7.0,0.0,1904.0,81.0,5.0
1073,0.0,4.0,3.0,0.0,1.0,98.0,6719.0,7.0,8681.0,405.0,7.86,17.68,9.82,4400.0,7996.0,7.86,3.93,13257.0,619.0,26.0,27.0,15.0,6719.0,12211.0,7.0,7.0,4.0,12.0,7.0,15.0,4.0,619.0,12211.0,12.0,27.0,15.0,12211.0,7.0,6.0,12.0,6.0,1.0,1.0,2.0,10.0,7.0,4.0,3.0,16.0,1.0,1.0,0.0,3161.0,7.0,10.0
12064,1.0,0.0,0.0,0.0,0.0,4.0,12335.0,6.0,2233.0,1189.0,5.97,1.99,6.89,12266.0,945.0,0.99,1.13,2246.0,1195.0,4.0,2.0,19.0,12335.0,950.0,1.0,2.0,4.0,1.0,6.0,19.0,4.0,1195.0,950.0,6.0,2.0,100.0,950.0,7.0,6.0,1.0,20.5,8.0,15.0,2.0,10.0,1.0,35.0,13.0,16.0,13.0,0.0,0.0,1992.0,63.0,9.0
1129,15.0,169.0,57.0,58.0,54.0,76.0,6452.0,80.0,10569.0,3012.0,7.26,17.27,7.5,90.45,7180.0,4.93,0.94,27241.0,10543.0,16.0,42.0,18.0,1628.0,21503.0,15.0,5.0,4.0,21.0,15.0,18.0,5.0,214876.0,512184.0,518.0,1232.0,535.0,512184.0,35.0,14.0,352.0,67.0,33.0,60.0,2.0,25.0,15.0,169.0,57.0,58.0,54.0,60.0,25.0,4347.0,59.0,19.0
6003,1.0,4.0,0.0,0.0,2.0,18.0,41762.0,7.0,14727.0,4247.0,6.62,25.75,11.04,2052.0,10222.0,13.98,0.74,20018.0,5772.0,18.0,35.0,15.0,12768.0,13894.0,14.0,1.0,4.0,19.0,7.0,15.0,7.0,5772.0,13894.0,9.0,35.0,15.0,13894.0,1.0,6.0,19.0,1.0,0.0,15.0,2.0,10.0,1.0,4.0,13.0,16.0,2.0,0.0,0.0,889.0,69.0,2.0
8099,116.0,323.0,58.0,181.0,84.0,4054.0,2610004.0,2436.0,2322.0,784.0,4.55,5.8,1.2,9748.0,1490.0,2.16,0.07,23721.0,12182.0,52.0,29.0,10.0,30136.0,11539.0,15.0,1.0,3.0,15.0,31.0,10.0,2.0,209928.0,398836.0,1217.0,1552.0,322.0,398836.0,3.0,8.0,579.0,19.0,113.0,231.0,5.0,113.0,116.0,323.0,58.0,181.0,84.0,231.0,113.0,1415.0,74.0,6.0
1516,0.0,5.0,3.0,0.0,2.0,98.0,109.0,7.0,8726.0,1882.0,8.48,18.18,7.27,43.9,6589.0,6.06,2.83,15533.0,3233.0,26.0,31.0,11.0,109.0,11851.0,11.0,2.0,4.0,11.0,7.0,11.0,4.0,4660.0,16313.0,21.0,45.0,18.0,16313.0,7.0,6.0,15.0,7.0,0.0,2.0,1.0,10.0,7.0,5.0,3.0,16.0,2.0,2.0,0.0,535.0,69.0,1.0
1715,5.0,35.0,11.0,14.0,10.0,88.0,58866.0,83.0,11195.0,4234.0,5.72,13.38,4.44,3581.0,6062.0,5.48,0.49,38496.0,17135.0,22.0,39.0,18.0,15478.0,18315.0,16.0,2.0,3.0,18.0,20.0,18.0,2.0,69600.0,99635.0,94.0,220.0,73.0,99635.0,4.0,3.0,90.0,8.0,7.0,15.0,2.0,8.0,5.0,35.0,11.0,14.0,10.0,15.0,8.0,2613.0,27.0,11.0
2672,18.0,334.0,143.0,69.0,122.0,366.0,210285.0,406.0,8995.0,2308.0,8.35,17.28,7.84,1367.0,6364.0,5.48,1.46,25993.0,10437.0,27.0,50.0,27.0,11666.0,18566.0,50.0,5.0,4.0,24.0,28.0,27.0,8.0,354847.0,978632.0,1284.0,2657.0,1205.0,978632.0,83.0,34.0,842.0,225.0,68.0,132.0,1.0,63.0,18.0,334.0,143.0,69.0,122.0,132.0,63.0,625.0,34.0,2.0
8161,0.0,1.0,0.0,0.0,1.0,2.0,415.0,58.0,10951.0,4088.0,9.54,15.68,8.18,283.0,6863.0,3.41,1.36,16064.0,5997.0,2.0,23.0,12.0,415.0,10067.0,4.0,2.0,4.0,5.0,13.0,12.0,4.0,5997.0,10067.0,14.0,23.0,12.0,10067.0,7.0,6.0,5.0,2.0,0.0,1.0,2.0,1.0,7.0,1.0,13.0,16.0,1.0,1.0,1.0,2871.0,17.0,10.0
13049,0.0,3.0,1.0,1.0,1.0,98.0,41762.0,58.0,9412.0,3448.0,10.42,12.9,3.47,2052.0,5857.0,8.43,0.5,12675.0,4035.0,26.0,16.0,4.0,12768.0,8425.0,16.0,2.0,4.0,9.0,2.0,4.0,4.0,6952.0,11808.0,21.0,26.0,7.0,11808.0,7.0,6.0,17.0,1.0,2.0,2.0,2.0,10.0,7.0,3.0,1.0,1.0,1.0,2.0,0.0,2431.0,77.0,7.0
13607,1.0,11.0,1.0,5.0,5.0,10.0,41762.0,16.0,10682.0,3596.0,7.48,17.5,5.74,2052.0,6958.0,4.41,1.13,21860.0,9431.0,8.0,27.0,10.0,12768.0,12428.0,10.0,2.0,3.0,9.0,7.0,10.0,4.0,26914.0,52082.0,56.0,131.0,43.0,52082.0,2.0,1.0,33.0,20.5,4.0,6.0,2.0,2.0,1.0,11.0,1.0,5.0,5.0,6.0,2.0,1851.0,61.0,6.0
7353,1.0,9.0,2.0,5.0,2.0,98.0,41762.0,58.0,8776.0,2180.0,7.45,16.77,8.85,2052.0,6381.0,4.89,2.68,27736.0,9043.0,26.0,39.0,20.0,12768.0,17031.0,10.0,1.0,3.0,13.0,4.0,20.0,4.0,18724.0,54799.0,64.0,144.0,76.0,54799.0,1.0,1.0,42.0,23.0,4.0,7.0,1.0,2.0,1.0,9.0,2.0,5.0,2.0,7.0,2.0,841.0,80.0,3.0
7135,3.0,10.0,1.0,4.0,5.0,100.0,60357.0,55.0,5837.0,2543.0,5.09,9.61,1.7,8532.0,3067.0,3.68,0.28,11086.0,7046.0,24.0,17.0,4.0,18661.0,4367.0,6.0,2.0,4.0,7.0,15.0,4.0,4.0,17987.0,21698.0,36.0,68.0,12.0,21698.0,7.0,6.0,26.0,2.0,3.0,6.0,2.0,3.0,3.0,10.0,1.0,4.0,5.0,6.0,3.0,442.0,61.0,1.0
4227,6.0,86.0,26.0,21.0,39.0,185.0,88656.0,131.0,9763.0,2985.0,6.77,17.09,6.47,2668.0,6490.0,5.57,1.02,19824.0,7556.0,32.0,36.0,18.0,13856.0,12403.0,14.0,3.0,4.0,14.0,21.0,18.0,2.0,99193.0,215656.0,225.0,568.0,215.0,215656.0,23.0,10.0,185.0,34.0,12.0,30.0,2.0,18.0,6.0,86.0,26.0,21.0,39.0,30.0,18.0,1417.0,43.0,6.0
14102,24.0,141.0,42.0,47.0,52.0,43.0,1678.0,236.0,10457.0,3053.0,7.31,17.16,6.4,30.34,7195.0,6.93,0.36,31610.0,17079.0,6.0,43.0,19.0,1378.0,14234.0,16.0,4.0,4.0,24.0,29.0,19.0,2.0,168795.0,397818.0,404.0,949.0,354.0,397818.0,11.0,14.0,383.0,20.0,21.0,48.0,2.0,27.0,24.0,141.0,42.0,47.0,52.0,48.0,27.0,745.0,6.0,3.0
6334,95.0,498.0,108.0,232.0,157.0,3672.0,2511162.0,1777.0,4275.0,1420.0,6.13,11.07,2.5,9313.0,2784.0,5.33,0.28,26979.0,15558.0,45.0,45.0,26.0,22647.0,16722.0,19.0,2.0,4.0,25.0,27.0,26.0,2.0,383035.0,750760.0,1652.0,2984.0,673.0,750760.0,17.0,37.0,1438.0,75.0,105.0,228.0,9.0,114.0,95.0,498.0,108.0,232.0,157.0,228.0,114.0,2454.0,59.0,10.0
1096,22.0,298.0,111.0,94.0,93.0,333.0,169727.0,292.0,13223.0,3709.0,8.0,19.68,10.61,1283.0,7907.0,6.54,2.5,74031.0,12866.0,55.0,69.0,43.0,21057.0,23466.0,22.0,2.0,5.0,23.0,29.0,43.0,10.0,490487.0,1045649.0,1058.0,2603.0,1403.0,1045649.0,34.0,39.0,865.0,330.0,47.0,111.0,2.0,64.0,22.0,298.0,111.0,94.0,93.0,111.0,64.0,2168.0,61.0,7.0
9121,1.0,9.0,6.0,2.0,1.0,30.0,23425.0,30.0,7494.0,2695.0,7.15,17.61,4.36,4084.0,4771.0,8.19,0.17,17911.0,7270.0,24.0,38.0,15.0,15737.0,10574.0,38.0,1.0,3.0,24.0,13.0,15.0,2.0,15460.0,27367.0,41.0,101.0,25.0,27367.0,1.0,2.0,47.0,1.0,2.0,4.0,2.0,2.0,1.0,9.0,6.0,2.0,1.0,4.0,2.0,1255.0,12.0,4.0
6028,12.0,96.0,29.0,33.0,34.0,585.0,253367.0,279.0,6222.0,1673.0,8.3,14.12,4.5,4935.0,4439.0,5.08,0.53,21489.0,8129.0,51.0,39.0,21.0,16808.0,11588.0,39.0,1.0,4.0,18.0,23.0,21.0,13.0,85886.0,227912.0,426.0,725.0,231.0,227912.0,8.0,12.0,261.0,27.0,24.0,45.0,2.0,19.0,12.0,96.0,29.0,33.0,34.0,45.0,19.0,1868.0,63.0,5.0
5741,22.0,197.0,52.0,63.0,82.0,936.0,501004.0,633.0,9398.0,3130.0,7.58,15.71,6.5,4572.0,6085.0,4.21,1.36,31270.0,12894.0,45.0,48.0,28.0,22892.0,18331.0,29.0,4.0,4.0,20.0,34.0,28.0,4.0,342926.0,666789.0,831.0,1721.0,712.0,666789.0,30.0,14.0,461.0,149.0,50.0,94.0,2.0,42.0,22.0,197.0,52.0,63.0,82.0,94.0,42.0,217.0,71.0,0.0
7149,2.0,10.0,7.0,1.0,2.0,4.0,2797.0,1.0,8686.0,2980.0,10.34,14.65,7.1,251.0,5424.0,4.4,1.08,17780.0,8654.0,3.0,26.0,16.0,1208.0,10776.0,26.0,1.0,3.0,10.0,2.0,16.0,1.0,33157.0,60351.0,115.0,163.0,79.0,60351.0,1.0,1.0,49.0,12.0,6.0,10.0,2.0,4.0,2.0,10.0,7.0,1.0,2.0,10.0,4.0,555.0,10.0,2.0
58,0.0,3.0,0.0,0.0,0.0,10.0,9355.0,58.0,6050.0,3927.0,10.87,2.29,0.57,5355.0,2107.0,6.0,1.13,10570.0,6861.0,10.0,4.0,1.0,9355.0,3681.0,2.0,2.0,4.0,18.0,13.0,1.0,4.0,6861.0,3681.0,19.0,4.0,1.0,3681.0,7.0,6.0,98.0,20.5,2.0,2.0,2.0,10.0,7.0,3.0,13.0,16.0,13.0,2.0,0.0,249.0,94.0,0.0
2210,1.0,10.0,3.0,2.0,5.0,98.0,449.0,3.0,13053.0,4981.0,7.15,22.03,8.89,86.77,6499.0,5.41,1.16,20683.0,9438.0,26.0,38.0,17.0,299.0,11198.0,18.0,1.0,4.0,14.0,2.0,17.0,1.0,25770.0,33623.0,37.0,114.0,46.0,33623.0,3.0,3.0,28.0,6.0,3.0,6.0,2.0,3.0,1.0,10.0,3.0,2.0,5.0,6.0,3.0,397.0,81.0,1.0
5908,5.0,51.0,24.0,16.0,11.0,121.0,70635.0,92.0,8141.0,2357.0,7.22,12.87,5.82,3001.0,5639.0,5.14,1.02,22850.0,9072.0,24.0,32.0,18.0,10714.0,14992.0,11.0,1.0,3.0,14.0,15.0,18.0,4.0,55484.0,132716.0,170.0,303.0,137.0,132716.0,3.0,3.0,121.0,24.0,13.0,22.0,2.0,9.0,5.0,51.0,24.0,16.0,11.0,22.0,9.0,1217.0,40.0,4.0
10255,9.0,99.0,31.0,37.0,31.0,217.0,126501.0,129.0,10555.0,3144.0,6.8,18.09,9.01,2741.0,6796.0,5.05,1.93,31580.0,9590.0,38.0,43.0,27.0,19035.0,16966.0,15.0,6.0,5.0,15.0,23.0,27.0,6.0,145134.0,313692.0,314.0,835.0,416.0,313692.0,31.0,13.0,233.0,89.0,24.0,41.0,2.0,17.0,9.0,99.0,31.0,37.0,31.0,41.0,17.0,1406.0,59.0,4.0
2862,43.0,384.0,118.0,142.0,124.0,959.0,468895.0,648.0,10345.0,3158.0,7.51,19.53,8.25,3260.0,6783.0,7.28,0.97,31357.0,10065.0,45.0,46.0,26.0,21493.0,17487.0,22.0,3.0,6.0,24.0,27.0,26.0,9.0,454209.0,975616.0,1080.0,2809.0,1187.0,975616.0,52.0,38.0,1047.0,140.0,49.0,119.0,7.0,63.0,43.0,384.0,118.0,142.0,124.0,119.0,63.0,1495.0,93.0,3.0
9547,3.0,17.0,4.0,4.0,9.0,160.0,98823.0,50.0,4545.0,1602.0,7.12,10.72,3.04,7903.0,2877.0,2.96,0.24,12103.0,3585.0,32.0,24.0,12.0,15658.0,9471.0,8.0,2.0,3.0,10.0,10.0,12.0,1.0,20036.0,35974.0,89.0,134.0,38.0,35974.0,7.0,1.0,37.0,3.0,3.0,10.0,2.0,7.0,3.0,17.0,4.0,4.0,9.0,10.0,7.0,1438.0,41.0,5.0
5540,1.0,6.0,2.0,3.0,1.0,98.0,1585.0,7.0,25208.0,3894.0,7.65,19.97,10.2,674.0,6051.0,5.1,1.27,39874.0,5124.0,26.0,33.0,16.0,1006.0,9363.0,10.0,2.0,4.0,12.0,6.0,16.0,3.0,9162.0,14238.0,18.0,47.0,24.0,14238.0,7.0,6.0,12.0,3.0,1.0,2.0,2.0,1.0,1.0,6.0,2.0,3.0,1.0,2.0,1.0,630.0,58.0,2.0
9525,1.0,13.0,4.0,7.0,2.0,98.0,41762.0,4.0,10894.0,3562.0,11.81,18.11,10.5,2052.0,7217.0,7.87,3.94,13868.0,5734.0,26.0,24.0,16.0,12768.0,9295.0,14.0,1.0,4.0,17.0,2.0,16.0,4.0,13574.0,27502.0,45.0,69.0,40.0,27502.0,1.0,1.0,30.0,15.0,3.0,5.0,2.0,2.0,1.0,13.0,4.0,7.0,2.0,5.0,2.0,199.0,79.0,0.0
7041,52.0,430.0,121.0,155.0,154.0,1664.0,1011831.0,1129.0,8517.0,2588.0,5.72,14.41,4.98,4662.0,5076.0,5.29,0.65,66908.0,11131.0,41.0,48.0,27.0,27354.0,19267.0,35.0,1.0,5.0,23.0,24.0,27.0,8.0,561743.0,1101729.0,1242.0,3127.0,1082.0,1101729.0,4.0,35.0,1149.0,142.0,101.0,192.0,4.0,87.0,52.0,430.0,121.0,155.0,154.0,192.0,87.0,2898.0,63.0,11.0
